seed,bin,z_low_m,z_high_m,z_center_m,solid_fraction,porosity
153133,2,0.0023815249333333332,0.0035722873999999996,0.0029769061666666662,0.5641164505469233,0.4358835494530767
153133,3,0.0035722873999999996,0.0047630498666666665,0.004167668633333333,0.5602199676451945,0.43978003235480545
153133,4,0.0047630498666666665,0.005953812333333333,0.0053584311,0.5822679150196199,0.41773208498038006
153133,5,0.005953812333333333,0.007144574799999999,0.006549193566666667,0.5528216261174839,0.44717837388251613
153133,6,0.007144574799999999,0.008335337266666666,0.007739956033333333,0.5556751977273664,0.4443248022726336
153133,7,0.008335337266666666,0.009526099733333333,0.0089307185,0.5779788246948397,0.42202117530516026
153133,8,0.009526099733333333,0.0107168622,0.010121480966666666,0.5496724260500364,0.4503275739499636
153133,9,0.0107168622,0.011907624666666667,0.011312243433333334,0.569995883973918,0.430004116026082
153133,10,0.011907624666666667,0.013098387133333333,0.0125030059,0.5695718794820697,0.43042812051793033
153133,11,0.013098387133333333,0.014289149599999999,0.013693768366666666,0.574879938860878,0.42512006113912204
153133,12,0.014289149599999999,0.015479912066666665,0.014884530833333333,0.5552753378283498,0.4447246621716502
153133,13,0.015479912066666665,0.016670674533333332,0.016075293299999998,0.5825386691114166,0.4174613308885834
153133,14,0.016670674533333332,0.017861437,0.017266055766666667,0.5553444143910176,0.44465558560898244
153133,15,0.017861437,0.019052199466666666,0.01845681823333333,0.5711540945366502,0.4288459054633498
153133,16,0.019052199466666666,0.02024296193333333,0.0196475807,0.5443636631735076,0.4556363368264924
153133,17,0.02024296193333333,0.0214337244,0.020838343166666665,0.5720325943839742,0.42796740561602575
153133,18,0.0214337244,0.022624486866666665,0.02202910563333333,0.5602927463906789,0.43970725360932106
153133,19,0.022624486866666665,0.023815249333333333,0.0232198681,0.5583610562974395,0.4416389437025605
153133,20,0.023815249333333333,0.0250060118,0.024410630566666668,0.5718920906376008,0.4281079093623992
153133,21,0.0250060118,0.026196774266666667,0.025601393033333333,0.5609066855675178,0.43909331443248223
153133,22,0.026196774266666667,0.027387536733333332,0.026792155499999998,0.5715564118270899,0.42844358817291006
153133,23,0.027387536733333332,0.028578299199999997,0.027982917966666666,0.5562347735268218,0.4437652264731782
153133,24,0.028578299199999997,0.029769061666666666,0.02917368043333333,0.5630596422300954,0.4369403577699046
153133,25,0.029769061666666666,0.03095982413333333,0.030364442899999997,0.5606198739282304,0.4393801260717696
153133,26,0.03095982413333333,0.032150586599999996,0.031555205366666665,0.5402362526197931,0.45976374738020687
153133,27,0.032150586599999996,0.033341349066666665,0.032745967833333334,0.5399052848261527,0.46009471517384726
153133,28,0.033341349066666665,0.03453211153333333,0.033936730299999995,0.5348337015733357,0.46516629842666435
153133,29,0.03453211153333333,0.035722874,0.03512749276666667,0.3143365220658897,0.6856634779341103
161123,0,0.0,0.0011874941000000001,0.0005937470500000001,0.5176799728210407,0.4823200271789593
161123,1,0.0011874941000000001,0.0023749882000000003,0.00178124115,0.5547042261371405,0.44529577386285946
161123,2,0.0023749882000000003,0.0035624823,0.00296873525,0.5740609374008918,0.4259390625991082
